"timestamp","nbPassengers","age","passengerType","bookingStatus","operatingAirline","originAirport","destinationAirport","departureDate","arrivalDate"
"2019-03-17T13:47:42.816Z","WrappedArray(2, 2, 2, 2)","WrappedArray(60, 26)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(HND, EDI, CDG, CDG)","WrappedArray(CDG, CDG, EDI, HND)","WrappedArray(2019-05-17T14:20:00Z, 2019-04-29T17:05:00Z, 2019-05-17T21:00:00Z, 2019-04-29T23:25:00Z)","WrappedArray(2019-05-17T19:45:00Z, 2019-04-29T20:00:00Z, 2019-05-17T21:45:00Z, 2019-04-30T18:25:00Z)"
"2019-03-17T13:47:42.856Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(BUD, AMS)","WrappedArray(AMS, BUD)","WrappedArray(2019-10-27T17:05:00Z, 2019-10-24T11:20:00Z)","WrappedArray(2019-10-27T19:15:00Z, 2019-10-24T13:15:00Z)"
"2019-03-17T13:47:43.046Z","WrappedArray(8, 8)","WrappedArray(52, 36, 38, 42, 43, 35, 42, 26)","WrappedArray(ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(CDG, CMN)","WrappedArray(CMN, CDG)","WrappedArray(2019-03-17T15:10:00Z, 2019-03-22T16:30:00Z)","WrappedArray(2019-03-17T18:15:00Z, 2019-03-22T19:45:00Z)"
"2019-03-17T13:47:43.307Z","WrappedArray(2, 2, 2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, DL, KL, DL)","WrappedArray(AMS, DTW, MUC, SFO)","WrappedArray(SFO, MUC, AMS, DTW)","WrappedArray(2019-05-17T09:50:00Z, 2019-06-08T17:52:00Z, 2019-05-17T07:00:00Z, 2019-06-08T07:00:00Z)","WrappedArray(2019-05-17T11:45:00Z, 2019-06-09T08:25:00Z, 2019-05-17T08:35:00Z, 2019-06-08T14:37:00Z)"
"2019-03-17T13:47:43.345Z","WrappedArray(2, 2, 2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(CZ, CZ, CZ, KL)","WrappedArray(AMS, PEK, AMS, LHR)","WrappedArray(PEK, AMS, EDI, AMS)","WrappedArray(2019-06-15T00:00:00Z, 2019-06-07T00:00:00Z, 2019-06-07T08:00:00Z, 2019-06-15T08:40:00Z)","WrappedArray(2019-06-15T00:00:00Z, 2019-06-07T00:00:00Z, 2019-06-07T08:25:00Z, 2019-06-15T11:00:00Z)"
"2019-03-17T13:47:43.184Z","WrappedArray(13, 13)","WrappedArray(27, 23, 23, 25, 24, 49, 23, 22, 22, 22, 26, 25, 21)","WrappedArray(ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(IAD, AMS)","WrappedArray(AMS, JFK)","WrappedArray(2019-03-28T18:40:00Z, 2019-03-18T13:30:00Z)","WrappedArray(2019-03-29T07:10:00Z, 2019-03-18T16:45:00Z)"
"2019-03-17T13:47:43.354Z","WrappedArray(1, 1, 1, 1)","WrappedArray(56)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, AF, KL, AF)","WrappedArray(AMS, BOD, IAD, CDG)","WrappedArray(BOD, CDG, AMS, IAD)","WrappedArray(2019-03-28T10:05:00Z, 2019-03-26T10:15:00Z, 2019-03-27T18:40:00Z, 2019-03-26T13:45:00Z)","WrappedArray(2019-03-28T11:50:00Z, 2019-03-26T11:35:00Z, 2019-03-28T07:00:00Z, 2019-03-26T17:35:00Z)"
"2019-03-17T13:47:43.663Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED)","WrappedArray(AF)","WrappedArray(TLS)","WrappedArray(ORY)","WrappedArray(2019-05-20T08:20:00Z)","WrappedArray(2019-05-20T09:40:00Z)"
"2019-03-17T13:47:44.103Z","WrappedArray(1, 1)","WrappedArray(44)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(CDG, LHR)","WrappedArray(LHR, CDG)","WrappedArray(2019-03-16T13:20:00Z, 2019-03-17T15:35:00Z)","WrappedArray(2019-03-16T13:45:00Z, 2019-03-17T17:55:00Z)"
"2019-03-17T13:47:44.722Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED)","WrappedArray(A5)","WrappedArray(RNS)","WrappedArray(NCE)","WrappedArray(2019-04-20T07:00:00Z)","WrappedArray(2019-04-20T08:40:00Z)"
"2019-03-17T13:47:45.233Z","WrappedArray(1, 1)","WrappedArray(39)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(CDG, ABJ)","WrappedArray(ABJ, CDG)","WrappedArray(2019-07-15T19:05:00Z, 2019-07-29T22:30:00Z)","WrappedArray(2019-07-15T23:20:00Z, 2019-07-30T06:55:00Z)"
"2019-03-17T13:47:45.295Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(MUC, CDG)","WrappedArray(CDG, MUC)","WrappedArray(2019-05-13T20:35:00Z, 2019-05-09T07:10:00Z)","WrappedArray(2019-05-13T22:15:00Z, 2019-05-09T08:40:00Z)"
"2019-03-17T13:47:45.478Z","WrappedArray(2, 2, 2)","WrappedArray(60, 55)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, DL, KL)","WrappedArray(AMS, IAH, LOS)","WrappedArray(IAH, LOS, AMS)","WrappedArray(2019-04-03T09:50:00Z, 2019-03-17T19:56:00Z, 2019-04-02T21:45:00Z)","WrappedArray(2019-04-03T13:05:00Z, 2019-03-18T15:35:00Z, 2019-04-03T05:45:00Z)"
"2019-03-17T13:47:45.765Z","WrappedArray(4, 4)","WrappedArray(20, 50, 16, 55)","WrappedArray(ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, DL)","WrappedArray(JFK, DEN)","WrappedArray(AMS, JFK)","WrappedArray(2019-08-23T18:30:00Z, 2019-08-19T10:51:00Z)","WrappedArray(2019-08-24T07:50:00Z, 2019-08-19T17:00:00Z)"
"2019-03-17T13:47:45.951Z","WrappedArray(1, 1, 1, 1)","WrappedArray(56)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KQ, KQ, KQ, KQ)","WrappedArray(JNB, NBO, NBO, DXB)","WrappedArray(NBO, DXB, JNB, NBO)","WrappedArray(2019-03-17T17:25:00Z, 2019-03-17T23:30:00Z, 2019-03-20T13:05:00Z, 2019-03-20T06:55:00Z)","WrappedArray(2019-03-17T22:30:00Z, 2019-03-18T05:45:00Z, 2019-03-20T16:20:00Z, 2019-03-20T11:10:00Z)"
"2019-03-17T13:47:46.04Z","WrappedArray(2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED)","WrappedArray(AF)","WrappedArray(CDG)","WrappedArray(FCO)","WrappedArray(2019-04-12T17:05:00Z)","WrappedArray(2019-04-12T19:10:00Z)"
"2019-03-17T13:47:46.184Z","WrappedArray(3, 3)","WrappedArray(21, null, 48)","WrappedArray(ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KQ, KQ)","WrappedArray(FNA, NBO)","WrappedArray(NBO, BOM)","WrappedArray(2019-03-17T17:10:00Z, 2019-03-18T07:00:00Z)","WrappedArray(2019-03-18T05:35:00Z, 2019-03-18T15:45:00Z)"
"2019-03-17T13:47:46.524Z","WrappedArray(2, 2, 2, 2)","WrappedArray(29, 27)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, AF, DL, DL)","WrappedArray(AMS, CDG, LAS, ATL)","WrappedArray(LAS, AMS, ATL, CDG)","WrappedArray(2019-09-03T12:35:00Z, 2019-09-03T07:10:00Z, 2019-09-12T13:53:00Z, 2019-09-12T22:43:00Z)","WrappedArray(2019-09-03T14:15:00Z, 2019-09-03T08:30:00Z, 2019-09-12T20:54:00Z, 2019-09-13T13:10:00Z)"
"2019-03-17T13:47:46.619Z","WrappedArray(1, 1, 1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(9W, KL, KL, 9W)","WrappedArray(AMS, AMS, MAD, BOM)","WrappedArray(BOM, MAD, AMS, AMS)","WrappedArray(2019-05-20T11:25:00Z, 2019-06-04T13:50:00Z, 2019-05-20T06:00:00Z, 2019-06-04T02:30:00Z)","WrappedArray(2019-05-21T00:05:00Z, 2019-06-04T16:25:00Z, 2019-05-20T08:35:00Z, 2019-06-04T08:15:00Z)"
"2019-03-17T13:47:46.618Z","WrappedArray(2, 2)","WrappedArray(52, 23)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(DEL, CDG)","WrappedArray(CDG, JFK)","WrappedArray(2019-03-18T02:05:00Z, 2019-03-18T13:20:00Z)","WrappedArray(2019-03-18T09:05:00Z, 2019-03-18T16:55:00Z)"
"2019-03-17T13:47:46.948Z","WrappedArray(2, 2, 2, 2)","WrappedArray(-15, 72)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(ME, AF, AF, ME)","WrappedArray(CDG, CDG, JFK, BEY)","WrappedArray(BEY, JFK, CDG, CDG)","WrappedArray(2019-07-08T10:00:00Z, 2019-07-20T08:00:00Z, 2019-07-07T19:00:00Z, 2019-07-20T02:05:00Z)","WrappedArray(2019-07-08T15:15:00Z, 2019-07-20T10:15:00Z, 2019-07-08T08:20:00Z, 2019-07-20T05:45:00Z)"
"2019-03-17T13:47:47.121Z","WrappedArray(2, 2, 2, 2)","WrappedArray(60, 26)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(HND, EDI, CDG, CDG)","WrappedArray(CDG, CDG, EDI, HND)","WrappedArray(2019-05-17T14:20:00Z, 2019-04-29T17:05:00Z, 2019-05-17T21:00:00Z, 2019-04-29T23:25:00Z)","WrappedArray(2019-05-17T19:45:00Z, 2019-04-29T20:00:00Z, 2019-05-17T21:45:00Z, 2019-04-30T18:25:00Z)"
"2019-03-17T13:47:47.258Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED)","WrappedArray(AF)","WrappedArray(LYS)","WrappedArray(ORY)","WrappedArray(2019-05-13T11:15:00Z)","WrappedArray(2019-05-13T12:20:00Z)"
"2019-03-17T13:47:47.408Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(TLN, CDG)","WrappedArray(CDG, TLN)","WrappedArray(2019-04-30T13:15:00Z, 2019-04-20T11:00:00Z)","WrappedArray(2019-04-30T14:55:00Z, 2019-04-20T12:40:00Z)"
"2019-03-17T13:47:47.484Z","WrappedArray(1, 1, 1, 1, 1)","WrappedArray(40)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(DL, KL, DL, KL, DL)","WrappedArray(LAX, AMS, MSP, DRS, AMS)","WrappedArray(AMS, DRS, ROC, AMS, MSP)","WrappedArray(2019-03-17T13:21:00Z, 2019-03-18T12:30:00Z, 2019-04-29T20:25:00Z, 2019-04-29T14:10:00Z, 2019-04-29T17:00:00Z)","WrappedArray(2019-03-18T08:30:00Z, 2019-03-18T13:50:00Z, 2019-04-29T23:38:00Z, 2019-04-29T15:40:00Z, 2019-04-29T19:00:00Z)"
"2019-03-17T13:47:47.596Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(CDG, MUC)","WrappedArray(MUC, CDG)","WrappedArray(2019-05-09T07:10:00Z, 2019-05-13T20:35:00Z)","WrappedArray(2019-05-09T08:40:00Z, 2019-05-13T22:15:00Z)"
"2019-03-17T13:47:47.9Z","WrappedArray(1, 1, 1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(9W, KL, KL, 9W)","WrappedArray(AMS, AMS, MAD, BOM)","WrappedArray(BOM, MAD, AMS, AMS)","WrappedArray(2019-05-20T11:25:00Z, 2019-06-04T13:50:00Z, 2019-05-20T06:00:00Z, 2019-06-04T02:30:00Z)","WrappedArray(2019-05-21T00:05:00Z, 2019-06-04T16:25:00Z, 2019-05-20T08:35:00Z, 2019-06-04T08:15:00Z)"
"2019-03-17T13:47:48.065Z","WrappedArray(1, 1, 1, 1)","WrappedArray(54)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(CDG, CDG, HND, LYS)","WrappedArray(LYS, HND, CDG, CDG)","WrappedArray(2019-04-18T08:20:00Z, 2019-04-22T17:40:00Z, 2019-04-17T22:55:00Z, 2019-04-22T14:15:00Z)","WrappedArray(2019-04-18T09:25:00Z, 2019-04-23T12:45:00Z, 2019-04-18T04:35:00Z, 2019-04-22T15:25:00Z)"
"2019-03-17T13:47:48.119Z","WrappedArray(4)","WrappedArray(null, null, null, null)","WrappedArray(ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED)","WrappedArray(AF)","WrappedArray(ORY)","WrappedArray(BIA)","WrappedArray(2019-08-22T11:10:00Z)","WrappedArray(2019-08-22T12:55:00Z)"
"2019-03-17T13:47:48.503Z","WrappedArray(2, 2, 2, 2, 2)","WrappedArray(37, 44)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, FZ, KL, KL)","WrappedArray(AMS, AMS, DXB, MEX, BAH)","WrappedArray(DXB, MEX, BAH, AMS, AMS)","WrappedArray(2019-03-17T17:10:00Z, 2019-04-05T14:30:00Z, 2019-03-18T07:30:00Z, 2019-03-14T21:55:00Z, 2019-04-05T00:30:00Z)","WrappedArray(2019-03-18T02:55:00Z, 2019-04-05T17:55:00Z, 2019-03-18T07:45:00Z, 2019-03-15T15:10:00Z, 2019-04-05T08:20:00Z)"
"2019-03-17T13:47:48.886Z","WrappedArray(2, 2)","WrappedArray(28, 29)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(AMS, PTY)","WrappedArray(PTY, AMS)","WrappedArray(2019-03-18T11:25:00Z, 2019-03-25T18:45:00Z)","WrappedArray(2019-03-18T16:30:00Z, 2019-03-26T10:55:00Z)"
"2019-03-17T13:47:49.224Z","WrappedArray(1, 1, 1, 1, 1, 1)","WrappedArray(72)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KQ, KQ, KL, KQ, KL)","WrappedArray(NBO, NBO, AMS, BOD, FBM, AMS)","WrappedArray(AMS, FBM, NBO, AMS, NBO, BOD)","WrappedArray(2019-05-10T23:40:00Z, 2019-03-19T12:40:00Z, 2019-03-18T20:40:00Z, 2019-03-18T12:30:00Z, 2019-05-10T14:50:00Z, 2019-05-11T14:40:00Z)","WrappedArray(2019-05-11T06:55:00Z, 2019-03-19T14:10:00Z, 2019-03-19T06:45:00Z, 2019-03-18T14:20:00Z, 2019-05-10T19:55:00Z, 2019-05-11T16:20:00Z)"
"2019-03-17T13:47:49.311Z","WrappedArray(1, 1, 1, 1, 1)","WrappedArray(21)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, DL, KL, KL)","WrappedArray(AMS, AMS, BRU, ATL, KUL)","WrappedArray(KUL, BRU, ATL, AMS, AMS)","WrappedArray(2019-05-09T20:50:00Z, 2019-06-17T08:55:00Z, 2019-06-17T11:05:00Z, 2019-05-08T22:35:00Z, 2019-06-16T23:20:00Z)","WrappedArray(2019-05-10T14:50:00Z, 2019-06-17T09:40:00Z, 2019-06-17T14:54:00Z, 2019-05-09T12:55:00Z, 2019-06-17T06:00:00Z)"
"2019-03-17T13:47:49.832Z","WrappedArray(2, 2, 2, 2, 2)","WrappedArray(37, 44)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, FZ, KL, KL)","WrappedArray(AMS, AMS, DXB, MEX, BAH)","WrappedArray(DXB, MEX, BAH, AMS, AMS)","WrappedArray(2019-03-17T17:10:00Z, 2019-04-05T14:30:00Z, 2019-03-18T07:30:00Z, 2019-03-14T21:55:00Z, 2019-04-05T00:30:00Z)","WrappedArray(2019-03-18T02:55:00Z, 2019-04-05T17:55:00Z, 2019-03-18T07:45:00Z, 2019-03-15T15:10:00Z, 2019-04-05T08:20:00Z)"
"2019-03-17T13:47:49.873Z","WrappedArray(1, 1, 1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(HAV, CDG, ALG, CDG)","WrappedArray(CDG, HAV, CDG, ALG)","WrappedArray(2019-06-04T22:55:00Z, 2019-04-30T16:40:00Z, 2019-04-30T09:40:00Z, 2019-06-05T16:15:00Z)","WrappedArray(2019-06-05T14:05:00Z, 2019-04-30T20:35:00Z, 2019-04-30T13:10:00Z, 2019-06-05T17:35:00Z)"
"2019-03-17T13:47:49.95Z","WrappedArray(3, 3)","WrappedArray(6, 45, 8)","WrappedArray(ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(IAH, AMS)","WrappedArray(AMS, IAH)","WrappedArray(2019-03-17T16:35:00Z, 2019-03-24T10:05:00Z)","WrappedArray(2019-03-18T07:50:00Z, 2019-03-24T14:40:00Z)"
"2019-03-17T13:47:50.126Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(A5, A5)","WrappedArray(BOD, LYS)","WrappedArray(LYS, BOD)","WrappedArray(2019-03-28T14:15:00Z, 2019-03-21T20:25:00Z)","WrappedArray(2019-03-28T15:25:00Z, 2019-03-21T21:30:00Z)"
"2019-03-17T13:47:50.317Z","WrappedArray(1, 1, 1)","WrappedArray(68)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KQ, EK, KQ)","WrappedArray(NBO, HRE, LUN)","WrappedArray(HRE, LUN, NBO)","WrappedArray(2019-03-14T07:40:00Z, 2019-03-17T18:25:00Z, 2019-03-21T18:20:00Z)","WrappedArray(2019-03-14T11:25:00Z, 2019-03-17T19:30:00Z, 2019-03-21T22:00:00Z)"
"2019-03-17T13:47:50.321Z","WrappedArray(1, 1)","WrappedArray(43)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(MU, KL)","WrappedArray(AMS, PVG)","WrappedArray(PVG, AMS)","WrappedArray(2019-05-10T12:40:00Z, 2019-02-16T00:15:00Z)","WrappedArray(2019-05-11T05:45:00Z, 2019-02-16T05:20:00Z)"
"2019-03-17T13:47:50.337Z","WrappedArray(1, 1, 1, 1, 1, 1)","WrappedArray(72)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, KQ, KL, KQ, KQ)","WrappedArray(NBO, BOD, FBM, AMS, NBO, AMS)","WrappedArray(AMS, AMS, NBO, BOD, FBM, NBO)","WrappedArray(2019-05-10T23:40:00Z, 2019-03-18T12:30:00Z, 2019-05-10T14:50:00Z, 2019-05-11T14:40:00Z, 2019-03-19T12:40:00Z, 2019-03-18T20:40:00Z)","WrappedArray(2019-05-11T06:55:00Z, 2019-03-18T14:20:00Z, 2019-05-10T19:55:00Z, 2019-05-11T16:20:00Z, 2019-03-19T14:10:00Z, 2019-03-19T06:45:00Z)"
"2019-03-17T13:47:50.593Z","WrappedArray(1, 1)","WrappedArray(39)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(CDG, HND)","WrappedArray(HND, CDG)","WrappedArray(2019-03-23T23:20:00Z, 2019-03-18T23:50:00Z)","WrappedArray(2019-03-24T19:25:00Z, 2019-03-19T04:50:00Z)"
"2019-03-17T13:47:50.76Z","WrappedArray(2, 2)","WrappedArray(61, 60)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(EZE, CDG)","WrappedArray(CDG, SCL)","WrappedArray(2020-02-22T14:35:00Z, 2020-02-07T23:40:00Z)","WrappedArray(2020-02-23T07:50:00Z, 2020-02-08T09:10:00Z)"
"2019-03-17T13:47:51.204Z","WrappedArray(1, 1)","WrappedArray(50)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(CDG, TLV)","WrappedArray(TLV, CDG)","WrappedArray(2019-03-09T17:55:00Z, 2019-03-17T18:10:00Z)","WrappedArray(2019-03-09T23:25:00Z, 2019-03-17T22:20:00Z)"
"2019-03-17T13:47:51.396Z","WrappedArray(4, 4)","WrappedArray(null, null, null, null)","WrappedArray(ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, CZ)","WrappedArray(AMS, XMN)","WrappedArray(XMN, CAN)","WrappedArray(2019-03-17T16:45:00Z, 2019-03-18T14:30:00Z)","WrappedArray(2019-03-18T10:50:00Z, 2019-03-18T16:10:00Z)"
"2019-03-17T13:47:51.425Z","WrappedArray(1, 1, 1, 1, 1, 1)","WrappedArray(57)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, KK, DL, WS, AF, DL)","WrappedArray(IST, CDG, CDG, YHZ, YYZ, BOS)","WrappedArray(CDG, IST, BOS, YYZ, CDG, YHZ)","WrappedArray(2019-05-23T04:15:00Z, 2019-06-13T14:45:00Z, 2019-05-23T10:20:00Z, 2019-06-12T15:00:00Z, 2019-06-12T21:20:00Z, 2019-05-23T18:35:00Z)","WrappedArray(2019-05-23T06:55:00Z, 2019-06-13T19:20:00Z, 2019-05-23T12:22:00Z, 2019-06-12T16:20:00Z, 2019-06-13T10:50:00Z, 2019-05-23T21:19:00Z)"
"2019-03-17T13:47:51.522Z","WrappedArray(1, 1, 1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(ORY, MPL, ORY, NTE)","WrappedArray(MPL, ORY, NTE, ORY)","WrappedArray(2019-03-13T08:50:00Z, 2019-03-17T16:00:00Z, 2019-03-17T19:45:00Z, 2019-03-13T06:50:00Z)","WrappedArray(2019-03-13T10:05:00Z, 2019-03-17T17:20:00Z, 2019-03-17T21:05:00Z, 2019-03-13T08:10:00Z)"
"2019-03-17T13:47:51.627Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(AMS, HAM)","WrappedArray(HAM, AMS)","WrappedArray(2019-03-17T16:45:00Z, 2019-03-22T14:45:00Z)","WrappedArray(2019-03-17T17:50:00Z, 2019-03-22T15:50:00Z)"
"2019-03-17T13:47:51.955Z","WrappedArray(2, 2, 2, 2)","WrappedArray(60, 26)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(CDG, HND, EDI, CDG)","WrappedArray(EDI, CDG, CDG, HND)","WrappedArray(2019-05-17T21:00:00Z, 2019-05-17T14:20:00Z, 2019-04-29T17:05:00Z, 2019-04-29T23:25:00Z)","WrappedArray(2019-05-17T21:45:00Z, 2019-05-17T19:45:00Z, 2019-04-29T20:00:00Z, 2019-04-30T18:25:00Z)"
"2019-03-17T13:47:52.146Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(SEAT_AVAILABLE)","WrappedArray(AF)","WrappedArray(BCN)","WrappedArray(CDG)","WrappedArray(2019-03-17T19:30:00Z)","WrappedArray(2019-03-17T21:30:00Z)"
"2019-03-17T13:47:52.314Z","WrappedArray(1, 1, 1, 1, 1, 1)","WrappedArray(64)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(DL, DL, UX, DL, KL, DL)","WrappedArray(BIS, MSP, CDG, AGP, AMS, MSP)","WrappedArray(MSP, CDG, AGP, AMS, MSP, BIS)","WrappedArray(2019-03-17T10:46:00Z, 2019-03-17T16:50:00Z, 2019-03-18T10:10:00Z, 2019-03-24T10:40:00Z, 2019-03-24T17:00:00Z, 2019-03-24T22:31:00Z)","WrappedArray(2019-03-17T12:15:00Z, 2019-03-18T07:10:00Z, 2019-03-18T12:40:00Z, 2019-03-24T13:45:00Z, 2019-03-24T19:40:00Z, 2019-03-24T23:58:00Z)"
"2019-03-17T13:47:52.412Z","WrappedArray(2, 2, 2, 2)","WrappedArray(21, 21)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, DL, AF)","WrappedArray(MPL, JFK, CDG, ORY)","WrappedArray(CDG, ORY, JFK, MPL)","WrappedArray(2019-04-27T06:00:00Z, 2019-05-05T19:35:00Z, 2019-04-27T10:20:00Z, 2019-05-06T14:30:00Z)","WrappedArray(2019-04-27T07:30:00Z, 2019-05-06T09:10:00Z, 2019-04-27T12:46:00Z, 2019-05-06T15:45:00Z)"
"2019-03-17T13:47:52.507Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED)","WrappedArray(A5)","WrappedArray(MRS)","WrappedArray(CFR)","WrappedArray(2019-03-21T10:05:00Z)","WrappedArray(2019-03-21T11:40:00Z)"
