"nbPassengers0","nbPassengers1","bookingStatus0","bookingStatus1","operatingAirline0","operatingAirline1","originAirport0","originAirport1","departureDate0","departureDate1","arrivalDate0","arrivalDate1","destinationAirport0","destinationAirport1"
1,1,"CONFIRMED","CONFIRMED","KL","KL","GYE","AMS","2019-03-17T20:00:00Z","2019-03-18T16:50:00Z","2019-03-18T13:25:00Z","2019-03-18T17:30:00Z","AMS","BRU"
3,3,"CONFIRMED","CONFIRMED","DL","DL","CDG","SFO","2019-04-22T10:10:00Z","2019-05-05T07:15:00Z","2019-04-22T13:05:00Z","2019-05-05T15:02:00Z","SLC","ATL"
2,2,"CONFIRMED","CONFIRMED","AF","AF","CDG","CDG","2019-06-21T23:15:00Z","2019-06-29T08:20:00Z","2019-06-22T04:50:00Z","2019-06-29T09:35:00Z","TLV","STR"
2,2,"CONFIRMED","CONFIRMED","3S","3S","PTP","FDF","2019-04-19T16:30:00Z","2019-04-28T17:00:00Z","2019-04-19T17:15:00Z","2019-04-28T17:45:00Z","FDF","PTP"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","KIS","NBO","2019-03-17T18:40:00Z","2019-03-18T07:20:00Z","2019-03-17T19:30:00Z","2019-03-18T09:15:00Z","NBO","BJM"
3,3,"CONFIRMED","CONFIRMED","AF","KL","DXB","YYZ","2019-03-31T01:30:00Z","2019-03-16T23:00:00Z","2019-03-31T07:15:00Z","2019-03-17T11:05:00Z","CDG","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","AF","BOG","PVG","2019-03-03T16:05:00Z","2019-03-19T00:10:00Z","2019-03-04T10:10:00Z","2019-03-19T05:55:00Z","AMS","CDG"
1,1,"CONFIRMED","CONFIRMED","DL","KL","ATL","AMS","2019-03-18T18:43:00Z","2019-03-19T14:15:00Z","2019-03-19T08:30:00Z","2019-03-20T00:05:00Z","AMS","BAH"
1,1,"CONFIRMED","CONFIRMED","UA","SN","BRU","VCE","2019-03-27T10:05:00Z","2019-03-25T06:40:00Z","2019-03-27T13:15:00Z","2019-03-25T08:25:00Z","ORD","BRU"
1,1,"CONFIRMED","CONFIRMED","DL","AF","NRT","CDG","2019-03-19T17:20:00Z","2019-03-28T10:40:00Z","2019-03-19T21:35:00Z","2019-03-28T15:35:00Z","MNL","ATL"
1,1,"CONFIRMED","CONFIRMED","KL","KL","PEK","LHR","2019-03-19T11:55:00Z","2019-03-08T08:40:00Z","2019-03-19T15:30:00Z","2019-03-08T11:05:00Z","AMS","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","IAH","CDG","2019-03-17T17:05:00Z","2019-03-25T10:10:00Z","2019-03-18T08:40:00Z","2019-03-25T15:20:00Z","CDG","IAH"
1,1,"CONFIRMED","CONFIRMED","DL","KL","JFK","NCE","2019-07-05T20:15:00Z","2019-06-27T06:30:00Z","2019-07-06T10:25:00Z","2019-06-27T08:30:00Z","NCE","AMS"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","NBO","FNA","2019-04-16T08:10:00Z","2019-03-17T17:10:00Z","2019-04-16T14:25:00Z","2019-03-18T05:35:00Z","FNA","NBO"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","MPL","2019-03-13T08:50:00Z","2019-03-17T16:00:00Z","2019-03-13T10:05:00Z","2019-03-17T17:20:00Z","MPL","ORY"
1,1,"WAITING_LIST","CONFIRMED","MT","WK","BHX","ZRH","2019-03-18T09:00:00Z","2019-03-18T09:15:00Z","2019-03-18T16:35:00Z","2019-03-18T14:50:00Z","RMF","RMF"
1,1,"CONFIRMED","CONFIRMED","AF","AF","SIN","TLS","2019-03-17T23:10:00Z","2019-03-15T18:10:00Z","2019-03-18T06:10:00Z","2019-03-15T19:45:00Z","CDG","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","LYS","CDG","2019-05-28T10:10:00Z","2019-05-28T13:10:00Z","2019-05-28T11:20:00Z","2019-05-28T18:10:00Z","CDG","UIO"
1,1,"CONFIRMED","CONFIRMED","DL","AF","CDG","AMS","2019-08-05T10:10:00Z","2019-08-23T12:00:00Z","2019-08-05T13:08:00Z","2019-08-23T13:30:00Z","SLC","CFE"
3,3,"CONFIRMED","CONFIRMED","KQ","KQ","DAR","NBO","2019-03-20T16:05:00Z","2019-03-20T19:00:00Z","2019-03-20T17:25:00Z","2019-03-20T20:00:00Z","NBO","MBA"
1,1,"CONFIRMED","CONFIRMED","G3","KL","FLN","GIG","2019-05-22T14:50:00Z","2019-05-22T21:55:00Z","2019-05-22T16:20:00Z","2019-05-23T14:20:00Z","GIG","AMS"
1,1,"CONFIRMED","CANCELLED","KL","CZ","MXP","AMS","2019-03-16T14:05:00Z","2019-03-17T14:10:00Z","2019-03-16T16:00:00Z","2019-03-18T06:55:00Z","AMS","PEK"
1,1,"CONFIRMED","CONFIRMED","KQ","EY","EBB","NBO","2019-03-19T10:40:00Z","2019-03-19T14:15:00Z","2019-03-19T11:50:00Z","2019-03-19T20:25:00Z","NBO","AUH"
2,2,"CONFIRMED","CONFIRMED","DL","DL","BOS","AMS","2019-10-05T18:34:00Z","2019-09-19T14:40:00Z","2019-10-06T07:50:00Z","2019-09-19T16:46:00Z","AMS","BOS"
2,2,"CONFIRMED","CONFIRMED","KL","KL","MAN","AMS","2019-03-20T17:25:00Z","2019-03-20T20:45:00Z","2019-03-20T19:50:00Z","2019-03-20T23:25:00Z","AMS","MAD"
2,2,"CONFIRMED","CONFIRMED","KL","KL","STR","LBA","2019-03-22T18:20:00Z","2019-03-18T06:10:00Z","2019-03-22T19:50:00Z","2019-03-18T08:30:00Z","AMS","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","HAM","2019-03-20T17:15:00Z","2019-03-20T14:45:00Z","2019-03-21T10:50:00Z","2019-03-20T15:50:00Z","PVG","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","TLS","ORY","2018-11-14T14:20:00Z","2018-11-15T19:15:00Z","2018-11-14T15:40:00Z","2018-11-15T20:30:00Z","ORY","TLS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","MRS","ORY","2019-03-18T17:30:00Z","2019-03-19T19:55:00Z","2019-03-18T18:55:00Z","2019-03-19T21:10:00Z","ORY","MRS"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","NBO","BGF","2019-04-10T07:35:00Z","2019-03-27T15:00:00Z","2019-04-10T08:45:00Z","2019-03-27T20:15:00Z","BGF","NBO"
1,"","CONFIRMED","","KL","","AMS","","2019-06-08T07:15:00Z","","2019-06-08T09:30:00Z","","FCO",""
1,1,"CONFIRMED","CONFIRMED","KL","KL","YUL","AMS","2019-10-10T18:55:00Z","2019-04-18T15:20:00Z","2019-10-11T07:35:00Z","2019-04-18T16:50:00Z","AMS","YUL"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-17T17:10:00Z","2019-04-05T14:30:00Z","2019-03-18T02:55:00Z","2019-04-05T17:55:00Z","DXB","MEX"
1,"","CONFIRMED","","KL","","AMS","","2019-03-18T09:30:00Z","","2019-03-18T11:35:00Z","","MRS",""
1,1,"CONFIRMED","CONFIRMED","DL","UA","JFK","IAD","2019-03-17T17:12:00Z","2019-03-22T22:30:00Z","2019-03-18T05:55:00Z","2019-03-22T23:26:00Z","AMS","ORF"
2,2,"CONFIRMED","CONFIRMED","AF","AF","BIQ","ORY","2019-06-11T21:20:00Z","2019-06-06T21:25:00Z","2019-06-11T22:45:00Z","2019-06-06T22:45:00Z","ORY","BIQ"
1,"","CONFIRMED","","AF","","CDG","","2019-05-12T15:15:00Z","","2019-05-12T16:55:00Z","","TXL",""
2,2,"CONFIRMED","CONFIRMED","KL","KL","JNB","BHX","2019-07-08T23:15:00Z","2019-06-08T06:00:00Z","2019-07-09T10:20:00Z","2019-06-08T08:25:00Z","AMS","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","MRS","ORY","2019-03-18T09:20:00Z","2019-03-19T20:40:00Z","2019-03-18T10:45:00Z","2019-03-19T21:55:00Z","ORY","MRS"
1,1,"CONFIRMED","CONFIRMED","AF","DL","CDG","SLC","2019-04-10T13:05:00Z","2019-04-09T17:04:00Z","2019-04-10T14:40:00Z","2019-04-10T11:25:00Z","MUC","CDG"
3,3,"CONFIRMED","CONFIRMED","KL","KL","AMS","CPH","2019-03-25T15:15:00Z","2019-03-28T12:05:00Z","2019-03-25T16:35:00Z","2019-03-28T13:35:00Z","CPH","AMS"
1,"","SEAT_AVAILABLE","","AF","","CDG","","2019-03-18T21:40:00Z","","2019-03-18T23:00:00Z","","MRS",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","BIQ","BES","2019-04-17T10:55:00Z","2019-04-08T17:00:00Z","2019-04-17T12:20:00Z","2019-04-08T18:20:00Z","ORY","ORY"
1,1,"CONFIRMED","CONFIRMED","KL","KL","ORD","AMS","2019-03-24T17:25:00Z","2019-03-18T12:40:00Z","2019-03-25T07:10:00Z","2019-03-18T15:25:00Z","AMS","ORD"
1,1,"CONFIRMED","CONFIRMED","UX","KL","AMS","BGO","2019-03-21T11:05:00Z","2019-03-21T06:10:00Z","2019-03-21T13:40:00Z","2019-03-21T07:55:00Z","MAD","AMS"
11,11,"CONFIRMED","CONFIRMED","KL","KL","LIS","AMS","2019-03-17T15:25:00Z","2019-03-27T12:40:00Z","2019-03-17T19:35:00Z","2019-03-27T14:35:00Z","AMS","LIS"
1,1,"CONFIRMED","CONFIRMED","UX","HV","PMI","BCN","2019-03-18T07:00:00Z","2019-03-18T10:00:00Z","2019-03-18T07:50:00Z","2019-03-18T12:30:00Z","BCN","AMS"
15,15,"CONFIRMED","CONFIRMED","DL","AF","PHX","CDG","2019-03-17T10:00:00Z","2019-03-18T12:15:00Z","2019-03-17T16:49:00Z","2019-03-18T14:10:00Z","DTW","VIE"
1,1,"CONFIRMED","CONFIRMED","KL","KL","HAM","AMS","2019-04-03T06:10:00Z","2019-04-03T10:05:00Z","2019-04-03T07:15:00Z","2019-04-03T21:20:00Z","AMS","CPT"
2,2,"CONFIRMED","CONFIRMED","AF","AF","BIQ","ORY","2019-06-01T17:35:00Z","2019-05-28T14:05:00Z","2019-06-01T19:00:00Z","2019-05-28T15:25:00Z","ORY","BIQ"
8,8,"CONFIRMED","CONFIRMED","BA","AF","CPT","JNB","2019-03-10T17:30:00Z","2019-03-17T19:50:00Z","2019-03-10T19:30:00Z","2019-03-18T05:45:00Z","DUR","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","ZRH","2019-03-17T16:15:00Z","2019-03-10T09:35:00Z","2019-03-17T17:30:00Z","2019-03-10T11:00:00Z","ZRH","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","PVG","2019-03-17T17:15:00Z","2019-03-20T12:40:00Z","2019-03-18T10:50:00Z","2019-03-20T17:45:00Z","PVG","AMS"
2,2,"CONFIRMED","CONFIRMED","AF","AF","FIH","CDG","2019-09-03T21:05:00Z","2019-06-30T11:25:00Z","2019-09-04T06:10:00Z","2019-06-30T18:20:00Z","CDG","FIH"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-17T17:10:00Z","2019-04-05T14:30:00Z","2019-03-18T02:55:00Z","2019-04-05T17:55:00Z","DXB","MEX"
2,2,"CONFIRMED","CONFIRMED","DL","AF","JFK","CDG","2019-05-20T16:09:00Z","2019-05-31T14:00:00Z","2019-05-21T05:55:00Z","2019-05-31T16:25:00Z","AMS","JFK"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","CDG","2019-03-13T23:35:00Z","2019-03-18T15:00:00Z","2019-03-14T07:10:00Z","2019-03-18T16:15:00Z","GIG","GVA"
2,2,"CONFIRMED","CONFIRMED","AF","AF","NCE","ORY","2019-03-18T18:30:00Z","2019-03-26T18:35:00Z","2019-03-18T20:00:00Z","2019-03-26T20:00:00Z","ORY","NCE"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","EDI","2019-03-16T08:05:00Z","2019-03-18T17:05:00Z","2019-03-16T08:35:00Z","2019-03-18T19:35:00Z","EDI","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","CDG","2019-04-12T08:15:00Z","2019-04-22T18:00:00Z","2019-04-12T09:45:00Z","2019-04-22T23:30:00Z","NUE","TLV"
1,1,"CONFIRMED","CONFIRMED","BE","AF","MAN","CDG","2019-03-30T06:10:00Z","2019-03-26T13:10:00Z","2019-03-30T08:50:00Z","2019-03-26T13:40:00Z","CDG","MAN"
2,2,"CONFIRMED","CONFIRMED","UU","AF","RUN","CDG","2019-06-29T20:15:00Z","2019-06-30T07:35:00Z","2019-06-30T05:30:00Z","2019-06-30T08:50:00Z","CDG","ZRH"
2,2,"CONFIRMED","CONFIRMED","KL","KL","BKK","AMS","2019-03-29T12:15:00Z","2019-03-18T17:15:00Z","2019-03-29T18:30:00Z","2019-03-19T10:05:00Z","AMS","BKK"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-18T21:00:00Z","2019-04-02T09:25:00Z","2019-03-19T20:20:00Z","2019-04-02T11:05:00Z","DPS","BOD"
1,1,"CONFIRMED","CONFIRMED","AF","G3","AMS","GIG","2019-03-18T20:30:00Z","2019-03-21T12:35:00Z","2019-03-18T21:45:00Z","2019-03-21T15:45:00Z","CDG","FOR"
1,1,"CONFIRMED","CONFIRMED","AF","AF","TLS","ORY","2019-03-18T18:30:00Z","2019-03-18T07:30:00Z","2019-03-18T19:55:00Z","2019-03-18T08:45:00Z","ORY","TLS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","TLS","ORY","2019-03-18T06:00:00Z","2019-03-22T18:20:00Z","2019-03-18T07:20:00Z","2019-03-22T19:35:00Z","ORY","TLS"
1,1,"CONFIRMED","CONFIRMED","KE","KE","ICN","ICN","2019-03-18T09:55:00Z","2019-03-29T17:15:00Z","2019-03-18T14:20:00Z","2019-03-29T18:20:00Z","CDG","PUS"
8,8,"CONFIRMED","CONFIRMED","BA","AF","CPT","JNB","2019-03-10T17:30:00Z","2019-03-17T19:50:00Z","2019-03-10T19:30:00Z","2019-03-18T05:45:00Z","DUR","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","BEG","CDG","2019-06-16T15:25:00Z","2019-06-13T12:20:00Z","2019-06-16T17:55:00Z","2019-06-13T14:35:00Z","CDG","BEG"
1,"","CONFIRMED","","AF","","ORY","","2019-03-14T08:10:00Z","","2019-03-14T09:35:00Z","","NCE",""
1,1,"CONFIRMED","CONFIRMED","KL","AF","CDG","LIM","2019-01-01T09:35:00Z","2019-01-13T21:50:00Z","2019-01-01T11:00:00Z","2019-01-14T16:15:00Z","AMS","CDG"
1,1,"CONFIRMED","CONFIRMED","DL","KL","CDG","AMS","2019-03-27T10:10:00Z","2019-03-18T13:30:00Z","2019-03-27T13:07:00Z","2019-03-18T14:15:00Z","MSP","BRU"
1,1,"CONFIRMED","CONFIRMED","DL","DL","DTW","ORD","2019-05-13T20:18:00Z","2019-05-13T17:03:00Z","2019-05-14T10:25:00Z","2019-05-13T19:27:00Z","AMS","DTW"
1,1,"CONFIRMED","CONFIRMED","OK","KL","CDG","AMS","2019-03-19T20:10:00Z","2019-01-11T17:40:00Z","2019-03-19T21:55:00Z","2019-01-12T11:55:00Z","PRG","HKG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","HAM","2019-04-07T12:15:00Z","2019-03-22T17:55:00Z","2019-04-07T13:50:00Z","2019-03-22T19:35:00Z","HAM","CDG"
1,1,"CONFIRMED","CONFIRMED","A5","A5","LIL","LYS","2019-04-05T17:40:00Z","2019-04-08T08:35:00Z","2019-04-05T18:55:00Z","2019-04-08T09:50:00Z","LYS","LIL"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","TLV","2019-05-21T18:00:00Z","2019-06-07T16:40:00Z","2019-05-21T23:30:00Z","2019-06-07T20:45:00Z","TLV","CDG"
2,"","CONFIRMED","","AF","","CDG","","2019-03-17T15:25:00Z","","2019-03-17T17:00:00Z","","VCE",""
1,1,"CONFIRMED","CONFIRMED","A5","A5","RNS","LYS","2019-03-20T14:00:00Z","2019-03-19T08:25:00Z","2019-03-20T15:20:00Z","2019-03-19T09:50:00Z","LYS","RNS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","ORY","2019-05-21T09:15:00Z","2019-06-20T21:00:00Z","2019-05-21T10:30:00Z","2019-06-21T10:00:00Z","MPL","RUN"
2,"","CONFIRMED","","AF","","ARN","","2019-04-14T13:35:00Z","","2019-04-14T16:15:00Z","","CDG",""
2,2,"CONFIRMED","CONFIRMED","DL","AF","ATL","ATL","2019-08-06T19:00:00Z","2019-08-18T19:55:00Z","2019-08-06T19:10:00Z","2019-08-19T10:25:00Z","BNA","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","KUL","2019-03-23T20:50:00Z","2019-03-17T23:50:00Z","2019-03-24T15:50:00Z","2019-03-18T05:55:00Z","KUL","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-23T20:50:00Z","2019-03-18T08:00:00Z","2019-03-24T15:50:00Z","2019-03-18T09:30:00Z","KUL","GOT"
1,1,"CONFIRMED","CONFIRMED","KL","DL","ATL","LAX","2019-08-26T22:40:00Z","2019-07-31T14:19:00Z","2019-08-27T12:55:00Z","2019-07-31T15:43:00Z","AMS","SMF"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","CMN","2019-03-13T07:10:00Z","2019-03-17T16:30:00Z","2019-03-13T10:20:00Z","2019-03-17T19:45:00Z","CMN","CDG"
9,"","CONFIRMED","","KL","","PVG","","2019-03-18T00:15:00Z","","2019-03-18T05:20:00Z","","AMS",""
1,1,"CONFIRMED","CONFIRMED","KL","KL","LCY","AMS","2019-07-26T17:50:00Z","2019-07-26T20:50:00Z","2019-07-26T20:05:00Z","2019-07-26T22:30:00Z","AMS","GDN"
1,1,"CONFIRMED","CONFIRMED","KL","KL","LOS","DUB","2019-03-17T22:55:00Z","2019-03-15T08:50:00Z","2019-03-18T05:45:00Z","2019-03-15T11:25:00Z","AMS","AMS"
2,2,"CONFIRMED","CONFIRMED","AF","AF","BOS","CDG","2019-09-05T18:05:00Z","2019-08-21T14:00:00Z","2019-09-06T07:00:00Z","2019-08-21T16:25:00Z","CDG","JFK"
1,1,"CONFIRMED","CONFIRMED","AF","AF","LFW","CDG","2019-07-01T01:10:00Z","2019-04-05T16:30:00Z","2019-07-01T09:35:00Z","2019-04-05T20:55:00Z","CDG","LFW"
3,3,"CONFIRMED","CONFIRMED","AF","AF","CDG","FCO","2019-06-20T16:00:00Z","2019-06-20T06:30:00Z","2019-06-20T20:40:00Z","2019-06-20T08:40:00Z","CAI","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","MAN","AMS","2019-03-18T17:25:00Z","2019-03-17T21:35:00Z","2019-03-18T19:50:00Z","2019-03-17T21:50:00Z","AMS","MAN"
1,1,"CONFIRMED","CONFIRMED","AF","AF","BHX","HND","2019-06-12T13:55:00Z","2019-06-26T22:55:00Z","2019-06-12T16:15:00Z","2019-06-27T04:35:00Z","CDG","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","TUN","CDG","2019-04-28T09:50:00Z","2019-04-24T16:25:00Z","2019-04-28T13:25:00Z","2019-04-24T17:50:00Z","CDG","TUN"
1,1,"SEAT_AVAILABLE","SEAT_AVAILABLE","KL","KL","CDG","AMS","2019-03-21T18:40:00Z","2019-03-18T12:25:00Z","2019-03-21T20:00:00Z","2019-03-18T13:40:00Z","AMS","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","FDF","2019-03-18T15:55:00Z","2019-03-23T19:10:00Z","2019-03-18T19:50:00Z","2019-03-24T08:25:00Z","FDF","ORY"
2,"","CONFIRMED","","AF","","ARN","","2019-04-14T13:35:00Z","","2019-04-14T16:15:00Z","","CDG",""
3,3,"CONFIRMED","CONFIRMED","DL","AF","CDG","CAI","2019-03-21T10:25:00Z","2019-03-21T01:55:00Z","2019-03-21T14:49:00Z","2019-03-21T05:55:00Z","CVG","CDG"
60,60,"CONFIRMED","CONFIRMED","KL","KL","AMS","FCO","2019-03-20T06:55:00Z","2019-03-24T12:45:00Z","2019-03-20T09:10:00Z","2019-03-24T15:20:00Z","FCO","AMS"
2,2,"CONFIRMED","CONFIRMED","CM","KL","DAV","PTY","2019-03-17T09:30:00Z","2019-03-17T18:50:00Z","2019-03-17T10:34:00Z","2019-03-18T11:00:00Z","PTY","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","TLV","CDG","2019-03-17T18:10:00Z","2019-03-17T23:35:00Z","2019-03-17T22:20:00Z","2019-03-18T07:10:00Z","CDG","GIG"
1,1,"CONFIRMED","CONFIRMED","KL","TG","AMS","BKK","2019-03-19T09:35:00Z","2019-03-13T07:45:00Z","2019-03-19T10:30:00Z","2019-03-13T11:55:00Z","BRE","MNL"
1,1,"CONFIRMED","CONFIRMED","JL","AF","HND","HND","2019-03-25T08:30:00Z","2019-03-17T23:50:00Z","2019-03-25T09:35:00Z","2019-03-18T04:50:00Z","ITM","CDG"
2,2,"UNACCEPTED","CONFIRMED","KL","KL","AMS","AMS","2019-03-17T14:35:00Z","2019-03-17T17:10:00Z","2019-03-18T00:05:00Z","2019-03-18T02:55:00Z","DXB","DXB"
1,"","CONFIRMED","","AF","","TXL","","2019-03-17T20:35:00Z","","2019-03-17T22:20:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","KL","KL","LHR","AMS","2019-03-20T06:30:00Z","2019-03-21T17:35:00Z","2019-03-20T09:00:00Z","2019-03-21T17:55:00Z","AMS","LHR"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","NBO","DXB","2019-03-19T07:00:00Z","2019-03-19T01:45:00Z","2019-03-19T08:20:00Z","2019-03-19T05:50:00Z","EBB","NBO"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","ORY","2019-05-21T09:15:00Z","2019-06-20T21:00:00Z","2019-05-21T10:30:00Z","2019-06-21T10:00:00Z","MPL","RUN"
2,2,"CONFIRMED","CONFIRMED","KQ","KQ","NBO","NBO","2019-03-20T17:00:00Z","2019-03-24T11:30:00Z","2019-03-20T18:00:00Z","2019-03-24T12:45:00Z","MBA","EBB"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","TUN","2019-08-01T16:25:00Z","2019-08-22T11:40:00Z","2019-08-01T17:50:00Z","2019-08-22T15:10:00Z","TUN","CDG"
2,2,"CONFIRMED","CONFIRMED","OB","KL","VVI","FRA","2019-05-07T20:45:00Z","2019-03-18T14:15:00Z","2019-05-08T14:15:00Z","2019-03-18T15:30:00Z","MAD","AMS"
11,11,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-27T12:40:00Z","2019-03-17T21:25:00Z","2019-03-27T14:35:00Z","2019-03-17T22:00:00Z","LIS","GLA"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","BOM","2019-03-26T10:20:00Z","2019-03-29T01:45:00Z","2019-03-26T23:55:00Z","2019-03-29T07:15:00Z","BOM","CDG"
1,1,"CONFIRMED","CONFIRMED","9W","AF","HYD","BOM","2019-04-05T21:35:00Z","2019-04-06T01:55:00Z","2019-04-05T23:25:00Z","2019-04-06T08:05:00Z","BOM","CDG"
2,2,"CONFIRMED","CONFIRMED","KL","KL","JFK","AMS","2019-03-25T22:30:00Z","2019-03-21T17:15:00Z","2019-03-26T10:40:00Z","2019-03-21T20:30:00Z","AMS","JFK"
1,"","SEAT_AVAILABLE","","AF","","CDG","","2019-03-17T16:15:00Z","","2019-03-17T17:25:00Z","","GVA",""
1,"","SEAT_AVAILABLE","","AF","","FCO","","2019-03-18T13:05:00Z","","2019-03-18T15:20:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","TUN","CDG","2019-04-28T09:50:00Z","2019-04-24T16:25:00Z","2019-04-28T13:25:00Z","2019-04-24T17:50:00Z","CDG","TUN"
2,2,"CONFIRMED","CONFIRMED","AF","AF","CDG","YUL","2019-03-17T18:15:00Z","2019-03-29T23:15:00Z","2019-03-17T21:05:00Z","2019-03-30T11:15:00Z","YUL","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","TLV","2019-03-17T23:35:00Z","2019-03-17T18:10:00Z","2019-03-18T07:10:00Z","2019-03-17T22:20:00Z","GIG","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","SV","CDG","RUH","2019-03-22T09:05:00Z","2019-03-22T02:10:00Z","2019-03-22T10:40:00Z","2019-03-22T07:00:00Z","AMS","CDG"
1,"","CONFIRMED","","KL","","SPU","","2019-08-22T17:30:00Z","","2019-08-22T19:55:00Z","","AMS",""
2,2,"CONFIRMED","CONFIRMED","AF","AF","CDG","MAD","2019-10-06T20:45:00Z","2019-10-06T17:40:00Z","2019-10-06T21:45:00Z","2019-10-06T19:45:00Z","RNS","CDG"
2,2,"CONFIRMED","CONFIRMED","KL","KL","WAW","AMS","2019-04-20T12:25:00Z","2019-04-28T14:30:00Z","2019-04-20T14:30:00Z","2019-04-28T16:25:00Z","AMS","WAW"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","TUN","2019-08-01T16:25:00Z","2019-08-22T11:40:00Z","2019-08-01T17:50:00Z","2019-08-22T15:10:00Z","TUN","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","WAW","2019-03-18T09:45:00Z","2019-03-20T13:00:00Z","2019-03-18T12:00:00Z","2019-03-20T15:30:00Z","WAW","CDG"
1,1,"CONFIRMED","CONFIRMED","MU","AF","PVG","LIS","2019-05-15T12:50:00Z","2019-03-18T05:30:00Z","2019-05-15T19:15:00Z","2019-03-18T09:05:00Z","CDG","CDG"
1,1,"WAITING_LIST","CONFIRMED","AF","AF","MRS","MRS","2019-03-17T16:20:00Z","2019-03-17T19:15:00Z","2019-03-17T17:40:00Z","2019-03-17T20:30:00Z","ORY","ORY"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","KIS","NBO","2019-03-17T18:40:00Z","2019-03-18T07:20:00Z","2019-03-17T19:30:00Z","2019-03-18T09:15:00Z","NBO","BJM"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","HAM","2019-05-19T15:55:00Z","2019-05-17T18:15:00Z","2019-05-19T17:25:00Z","2019-05-17T19:50:00Z","HAM","CDG"
1,1,"CONFIRMED","CONFIRMED","DL","TK","GTR","IST","2019-02-15T16:00:00Z","2019-02-16T20:50:00Z","2019-02-15T18:24:00Z","2019-02-17T00:40:00Z","ATL","DMM"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","HKG","2019-05-02T23:35:00Z","2019-03-31T22:50:00Z","2019-05-03T17:35:00Z","2019-04-01T05:55:00Z","HKG","CDG"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","NBO","DXB","2019-03-19T07:00:00Z","2019-03-19T01:45:00Z","2019-03-19T08:20:00Z","2019-03-19T05:50:00Z","EBB","NBO"
30,30,"CONFIRMED","CONFIRMED","AF","BA","CDG","CPT","2019-03-07T09:35:00Z","2019-03-10T17:30:00Z","2019-03-07T22:10:00Z","2019-03-10T19:30:00Z","CPT","DUR"
1,1,"CONFIRMED","CONFIRMED","AY","AY","CDG","HEL","2019-04-15T19:00:00Z","2019-04-18T12:15:00Z","2019-04-15T22:55:00Z","2019-04-18T14:20:00Z","HEL","CDG"
1,1,"CONFIRMED","CONFIRMED","A5","A5","BIQ","LYS","2019-03-21T06:35:00Z","2019-03-25T16:10:00Z","2019-03-21T07:50:00Z","2019-03-25T17:25:00Z","LYS","BIQ"
