"nbPassengers0","nbPassengers1","bookingStatus0","bookingStatus1","operatingAirline0","operatingAirline1","originAirport0","originAirport1","departureDate0","departureDate1","arrivalDate0","arrivalDate1","destinationAirport0","destinationAirport1"
2,2,"CONFIRMED","CONFIRMED","AF","DL","MIA","AMS","2019-04-06T19:40:00Z","2019-03-20T10:45:00Z","2019-04-07T10:40:00Z","2019-03-20T14:14:00Z","CDG","JFK"
1,1,"CONFIRMED","CONFIRMED","KL","KL","MUC","AMS","2019-03-17T20:00:00Z","2019-03-29T15:25:00Z","2019-03-17T21:40:00Z","2019-03-29T16:45:00Z","AMS","MUC"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","MAD","2019-03-07T09:55:00Z","2019-03-07T06:40:00Z","2019-03-07T15:20:00Z","2019-03-07T08:55:00Z","LED","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","PVG","CDG","2019-08-08T23:20:00Z","2019-07-23T13:40:00Z","2019-08-09T05:40:00Z","2019-07-24T05:55:00Z","CDG","PEK"
1,1,"CONFIRMED","CONFIRMED","A5","A5","LYS","NUE","2019-03-17T15:50:00Z","2019-03-21T17:45:00Z","2019-03-17T17:10:00Z","2019-03-21T19:00:00Z","NUE","LYS"
4,4,"CONFIRMED","CONFIRMED","AF","AF","CDG","NCE","2019-08-15T09:55:00Z","2019-07-31T12:50:00Z","2019-08-15T11:25:00Z","2019-07-31T14:25:00Z","NCE","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","TPE","AMS","2019-03-18T00:20:00Z","2019-04-02T20:55:00Z","2019-03-18T06:40:00Z","2019-04-03T15:00:00Z","AMS","TPE"
2,2,"CONFIRMED","CONFIRMED","A5","A5","LYS","VCE","2019-05-19T15:30:00Z","2019-05-24T13:35:00Z","2019-05-19T16:50:00Z","2019-05-24T15:00:00Z","VCE","LYS"
3,3,"CONFIRMED","CONFIRMED","KL","KL","AMS","BCN","2019-06-10T08:10:00Z","2019-06-15T19:40:00Z","2019-06-10T10:20:00Z","2019-06-15T21:55:00Z","BCN","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","DL","CFE","CDG","2019-08-05T07:50:00Z","2019-08-05T10:10:00Z","2019-08-05T09:00:00Z","2019-08-05T13:08:00Z","CDG","SLC"
1,1,"CONFIRMED","CONFIRMED","KL","KL","LCY","AMS","2019-05-29T20:05:00Z","2019-05-26T18:25:00Z","2019-05-29T22:15:00Z","2019-05-26T18:35:00Z","AMS","LCY"
1,1,"CONFIRMED","CONFIRMED","KL","KL","BSL","AMS","2019-03-27T18:10:00Z","2019-03-18T08:10:00Z","2019-03-27T19:50:00Z","2019-03-18T09:35:00Z","AMS","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","NBO","AMS","2019-03-29T23:59:00Z","2019-03-18T12:00:00Z","2019-03-30T06:25:00Z","2019-03-18T22:10:00Z","AMS","NBO"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORD","CDG","2019-04-23T19:20:00Z","2019-06-03T14:45:00Z","2019-04-24T10:45:00Z","2019-06-03T17:10:00Z","CDG","ORD"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","GVA","2019-03-18T15:10:00Z","2019-03-23T11:50:00Z","2019-03-18T16:40:00Z","2019-03-23T13:35:00Z","GVA","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","NCE","CDG","2019-04-16T11:10:00Z","2019-04-09T18:15:00Z","2019-04-16T12:40:00Z","2019-04-09T19:45:00Z","ORY","NCE"
1,1,"CONFIRMED","CONFIRMED","AF","KL","CDG","GIG","2019-03-27T23:35:00Z","2018-10-08T21:55:00Z","2019-03-28T07:10:00Z","2018-10-09T14:20:00Z","GIG","AMS"
1,"","CONFIRMED","","AF","","ORY","","2019-04-30T15:25:00Z","","2019-04-30T16:50:00Z","","TLN",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","FCO","2019-08-11T21:20:00Z","2019-08-11T18:25:00Z","2019-08-11T22:25:00Z","2019-08-11T20:30:00Z","NTE","CDG"
2,2,"CONFIRMED","CONFIRMED","KQ","KQ","ROB","ACC","2019-03-17T15:10:00Z","2019-03-14T12:00:00Z","2019-03-17T16:00:00Z","2019-03-14T14:25:00Z","FNA","FNA"
2,2,"CONFIRMED","CONFIRMED","AF","KL","CDG","AMS","2019-06-06T12:25:00Z","2019-06-06T15:55:00Z","2019-06-06T13:45:00Z","2019-06-06T17:35:00Z","AMS","GDN"
1,1,"CONFIRMED","CONFIRMED","BA","AF","CDG","BHX","2019-03-20T20:35:00Z","2019-03-18T08:05:00Z","2019-03-20T20:45:00Z","2019-03-18T10:30:00Z","LHR","CDG"
1,"","CONFIRMED","","AF","","TUN","","2019-09-17T18:50:00Z","","2019-09-17T22:20:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","OK","AF","CDG","PRG","2019-03-12T09:45:00Z","2019-03-17T15:20:00Z","2019-03-12T11:30:00Z","2019-03-17T17:10:00Z","PRG","CDG"
2,2,"SEAT_AVAILABLE","SEAT_AVAILABLE","KL","KL","AMS","KIX","2019-03-18T14:50:00Z","2019-03-25T11:00:00Z","2019-03-19T09:30:00Z","2019-03-25T15:00:00Z","KIX","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","DXB","2019-03-18T13:30:00Z","2019-03-22T12:00:00Z","2019-03-18T23:25:00Z","2019-03-22T16:55:00Z","DXB","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","LIM","CDG","2019-10-26T18:20:00Z","2019-10-12T10:30:00Z","2019-10-27T12:50:00Z","2019-10-12T16:00:00Z","CDG","LIM"
4,4,"CONFIRMED","CONFIRMED","KL","KL","AMS","PRG","2019-03-04T20:50:00Z","2019-03-04T18:15:00Z","2019-03-05T15:50:00Z","2019-03-04T20:00:00Z","KUL","AMS"
3,3,"CONFIRMED","CONFIRMED","KL","KL","AMS","HEL","2019-08-30T10:00:00Z","2019-09-02T18:10:00Z","2019-08-30T13:20:00Z","2019-09-02T19:45:00Z","HEL","AMS"
1,"","CONFIRMED","","HF","","DSS","","2019-03-17T15:10:00Z","","2019-03-17T17:55:00Z","","ABJ",""
1,1,"CONFIRMED","CONFIRMED","KL","KL","NBO","AMS","2019-03-31T23:40:00Z","2019-02-01T12:00:00Z","2019-04-01T06:55:00Z","2019-02-01T22:10:00Z","AMS","NBO"
2,2,"CONFIRMED","CONFIRMED","AF","AF","CDG","ICN","2019-06-02T18:45:00Z","2019-06-10T14:35:00Z","2019-06-03T12:55:00Z","2019-06-10T19:35:00Z","ICN","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-04-09T12:00:00Z","2019-04-05T20:50:00Z","2019-04-09T12:10:00Z","2019-04-06T00:10:00Z","BHX","HEL"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","CUR","2019-05-31T09:15:00Z","2019-06-15T14:35:00Z","2019-05-31T12:50:00Z","2019-06-16T05:45:00Z","CUR","AMS"
14,14,"CONFIRMED","CONFIRMED","DL","AF","FLL","CDG","2019-03-17T11:35:00Z","2019-03-24T14:05:00Z","2019-03-17T14:45:00Z","2019-03-24T18:55:00Z","DTW","ATL"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ALG","CDG","2019-04-03T09:40:00Z","2019-04-03T15:20:00Z","2019-04-03T13:10:00Z","2019-04-03T17:15:00Z","CDG","RBA"
2,2,"CONFIRMED","CONFIRMED","KQ","KQ","DAR","NBO","2019-03-31T10:45:00Z","2019-03-24T08:30:00Z","2019-03-31T12:10:00Z","2019-03-24T09:55:00Z","NBO","DAR"
4,"","CONFIRMED","","AF","","ATL","","2020-01-03T20:25:00Z","","2020-01-04T10:45:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-18T17:15:00Z","2019-03-28T13:30:00Z","2019-03-19T10:50:00Z","2019-03-28T16:10:00Z","PVG","ALC"
1,1,"CONFIRMED","CONFIRMED","AF","AF","MAD","CDG","2019-03-07T20:05:00Z","2019-03-07T23:20:00Z","2019-03-07T22:15:00Z","2019-03-08T16:35:00Z","CDG","PEK"
1,1,"CONFIRMED","CONFIRMED","AF","AF","JFK","CDG","2019-03-18T19:40:00Z","2019-03-19T10:45:00Z","2019-03-19T08:00:00Z","2019-03-19T17:20:00Z","CDG","DLA"
2,2,"CONFIRMED","CONFIRMED","KL","KL","JFK","AMS","2019-03-25T22:30:00Z","2019-03-18T13:30:00Z","2019-03-26T10:40:00Z","2019-03-18T16:45:00Z","AMS","JFK"
1,1,"CONFIRMED","CONFIRMED","AF","WS","YYZ","YYZ","2019-07-13T21:20:00Z","2019-08-24T22:15:00Z","2019-07-14T10:50:00Z","2019-08-24T23:58:00Z","CDG","YQB"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORD","CDG","2019-04-23T19:20:00Z","2019-06-03T14:45:00Z","2019-04-24T10:45:00Z","2019-06-03T17:10:00Z","CDG","ORD"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","CDG","2019-04-19T20:45:00Z","2019-04-23T18:30:00Z","2019-04-19T22:10:00Z","2019-04-23T19:40:00Z","NUE","GVA"
1,1,"CONFIRMED","CONFIRMED","UX","BT","AGP","CDG","2019-03-19T09:20:00Z","2019-03-19T18:50:00Z","2019-03-19T12:00:00Z","2019-03-19T22:30:00Z","CDG","RIX"
1,1,"CONFIRMED","UNACCEPTED","DL","KL","ATL","IAD","2019-03-17T19:05:00Z","2019-03-17T18:40:00Z","2019-03-18T08:50:00Z","2019-03-18T07:10:00Z","DUS","AMS"
7,7,"CONFIRMED","ON_REQUEST","KL","CZ","MUC","AMS","2019-03-17T11:40:00Z","2019-03-18T14:10:00Z","2019-03-17T13:15:00Z","2019-03-19T06:55:00Z","AMS","PEK"
1,1,"CONFIRMED","CONFIRMED","DL","AF","LAX","CAI","2019-02-26T17:00:00Z","2019-02-26T01:55:00Z","2019-02-26T19:49:00Z","2019-02-26T05:55:00Z","SLC","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","MPL","2019-03-20T12:55:00Z","2019-03-23T19:00:00Z","2019-03-20T14:10:00Z","2019-03-23T20:30:00Z","MPL","CDG"
3,3,"CONFIRMED","ON_REQUEST","KL","CZ","MUC","AMS","2019-03-17T11:40:00Z","2019-03-18T14:10:00Z","2019-03-17T13:15:00Z","2019-03-19T06:55:00Z","AMS","PEK"
1,1,"CONFIRMED","CONFIRMED","UX","BT","AGP","CDG","2019-03-19T09:20:00Z","2019-03-19T18:50:00Z","2019-03-19T12:00:00Z","2019-03-19T22:30:00Z","CDG","RIX"
1,"","CONFIRMED","","KL","","TXL","","2019-03-17T10:10:00Z","","2019-03-17T11:35:00Z","","AMS",""
1,1,"CONFIRMED","CONFIRMED","DY","AF","OSL","CDG","2019-03-29T16:45:00Z","2019-03-18T09:25:00Z","2019-03-29T19:10:00Z","2019-03-18T11:45:00Z","CDG","OSL"
1,1,"CONFIRMED","CONFIRMED","AF","DL","JFK","BOS","2019-03-17T23:50:00Z","2019-03-17T20:01:00Z","2019-03-18T12:00:00Z","2019-03-18T08:10:00Z","CDG","CDG"
2,2,"CONFIRMED","CONFIRMED","XK","XK","AJA","ORY","2019-06-22T06:00:00Z","2019-05-23T08:20:00Z","2019-06-22T07:35:00Z","2019-05-23T09:55:00Z","ORY","AJA"
1,1,"CONFIRMED","CONFIRMED","AF","KL","CDG","AMS","2019-03-20T13:10:00Z","2019-04-03T16:30:00Z","2019-03-21T08:55:00Z","2019-04-03T17:45:00Z","KIX","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","MAD","2019-03-07T23:20:00Z","2019-03-07T20:05:00Z","2019-03-08T16:35:00Z","2019-03-07T22:15:00Z","PEK","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","HKG","2019-03-17T23:25:00Z","2019-03-20T23:30:00Z","2019-03-18T18:35:00Z","2019-03-21T05:50:00Z","HKG","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","VXO","2019-05-14T12:00:00Z","2019-05-16T14:05:00Z","2019-05-14T13:35:00Z","2019-05-16T15:45:00Z","VXO","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","LHR","CDG","2019-03-17T15:35:00Z","2019-03-16T10:00:00Z","2019-03-17T17:55:00Z","2019-03-16T10:30:00Z","CDG","LHR"
1,1,"CONFIRMED","CONFIRMED","KL","DL","LBA","AMS","2019-04-24T10:00:00Z","2019-04-24T14:30:00Z","2019-04-24T12:10:00Z","2019-04-24T15:50:00Z","AMS","SEA"
1,"","CONFIRMED","","UX","","VLC","","2019-05-12T06:10:00Z","","2019-05-12T08:20:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","CDG","2019-03-18T09:35:00Z","2019-03-29T13:30:00Z","2019-03-18T11:15:00Z","2019-03-30T07:50:00Z","BCN","PVG"
30,30,"CONFIRMED","CONFIRMED","AF","BA","CDG","CPT","2019-03-07T09:35:00Z","2019-03-10T17:30:00Z","2019-03-07T22:10:00Z","2019-03-10T19:30:00Z","CPT","DUR"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","MPL","2019-04-09T17:15:00Z","2019-04-09T12:30:00Z","2019-04-09T18:40:00Z","2019-04-09T13:50:00Z","MXP","ORY"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","TPE","2019-03-18T08:10:00Z","2019-03-18T00:20:00Z","2019-03-18T09:35:00Z","2019-03-18T06:40:00Z","CDG","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","ORN","2019-04-12T13:25:00Z","2019-03-27T14:25:00Z","2019-04-12T14:55:00Z","2019-03-27T17:05:00Z","ORN","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","BEG","2019-07-23T12:20:00Z","2019-09-03T15:25:00Z","2019-07-23T14:35:00Z","2019-09-03T17:55:00Z","BEG","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","UA","AMS","IAD","2019-03-18T06:50:00Z","2019-03-22T22:30:00Z","2019-03-18T08:55:00Z","2019-03-22T23:26:00Z","ARN","ORF"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","NCE","2019-04-09T20:50:00Z","2019-04-09T18:00:00Z","2019-04-10T01:35:00Z","2019-04-09T19:35:00Z","SVO","CDG"
2,2,"CONFIRMED","CONFIRMED","KL","KL","VIE","AMS","2019-03-17T16:55:00Z","2019-03-14T09:45:00Z","2019-03-17T18:50:00Z","2019-03-14T11:30:00Z","AMS","VIE"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","DLA","2019-03-09T08:30:00Z","2019-03-08T23:55:00Z","2019-03-09T09:55:00Z","2019-03-09T06:30:00Z","PUF","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","CDG","2019-03-29T13:30:00Z","2019-03-18T09:35:00Z","2019-03-30T07:50:00Z","2019-03-18T11:15:00Z","PVG","BCN"
2,2,"CONFIRMED","CONFIRMED","XK","XK","AJA","ORY","2019-06-22T06:00:00Z","2019-05-23T08:20:00Z","2019-06-22T07:35:00Z","2019-05-23T09:55:00Z","ORY","AJA"
3,3,"CONFIRMED","CONFIRMED","AF","AF","NCE","ORY","2019-08-03T18:10:00Z","2019-07-26T08:30:00Z","2019-08-03T19:35:00Z","2019-07-26T09:55:00Z","ORY","NCE"
3,3,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-04-14T09:30:00Z","2019-03-26T14:15:00Z","2019-04-14T10:00:00Z","2019-03-26T21:50:00Z","GLA","KWI"
1,1,"CONFIRMED","CONFIRMED","KL","KL","MXP","TPE","2019-03-27T17:00:00Z","2019-03-18T00:20:00Z","2019-03-27T18:55:00Z","2019-03-18T06:40:00Z","AMS","AMS"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","NBO","NBO","2019-03-13T23:30:00Z","2019-03-19T12:00:00Z","2019-03-14T08:15:00Z","2019-03-19T13:30:00Z","DXB","FIH"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","TLN","2019-04-23T15:25:00Z","2019-01-30T06:50:00Z","2019-04-23T16:50:00Z","2019-01-30T08:25:00Z","TLN","ORY"
1,"","SEAT_AVAILABLE","","AF","","JFK","","2019-03-17T22:30:00Z","","2019-03-18T10:55:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","A5","A5","LYS","BIQ","2019-05-29T20:10:00Z","2019-06-03T06:35:00Z","2019-05-29T21:25:00Z","2019-06-03T07:50:00Z","BIQ","LYS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","LHR","CDG","2019-03-17T15:35:00Z","2019-03-16T10:00:00Z","2019-03-17T17:55:00Z","2019-03-16T10:30:00Z","CDG","LHR"
2,2,"CONFIRMED","CONFIRMED","AZ","AZ","FCO","MIA","2019-04-04T13:30:00Z","2019-04-03T19:40:00Z","2019-04-04T14:35:00Z","2019-04-04T11:50:00Z","GOA","FCO"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","TXL","2019-03-18T15:35:00Z","2019-03-19T18:05:00Z","2019-03-18T17:15:00Z","2019-03-19T19:55:00Z","TXL","CDG"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","VXO","2019-02-25T12:05:00Z","2019-03-03T14:10:00Z","2019-02-25T13:40:00Z","2019-03-03T15:55:00Z","VXO","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","AF","AMS","CDG","2019-03-18T08:10:00Z","2019-03-20T07:30:00Z","2019-03-18T09:35:00Z","2019-03-20T08:45:00Z","CDG","ZRH"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","BLQ","2019-04-18T14:45:00Z","2019-04-30T13:50:00Z","2019-04-18T16:35:00Z","2019-04-30T15:55:00Z","BLQ","AMS"
1,1,"CONFIRMED","CONFIRMED","DL","DL","AMS","IAD","2019-03-08T14:40:00Z","2019-03-17T15:45:00Z","2019-03-08T19:37:00Z","2019-03-17T17:51:00Z","MCO","ATL"
4,"","CONFIRMED","","AF","","FCO","","2019-04-27T13:35:00Z","","2019-04-27T15:45:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","KL","KL","BKK","AMS","2019-04-10T12:05:00Z","2019-03-17T20:50:00Z","2019-04-10T18:40:00Z","2019-03-18T15:50:00Z","AMS","KUL"
1,"","CONFIRMED","","KL","","SPU","","2019-08-22T17:30:00Z","","2019-08-22T19:55:00Z","","AMS",""
1,"","CONFIRMED","","GA","","DPS","","2019-08-17T15:40:00Z","","2019-08-17T18:25:00Z","","SIN",""
1,"","CONFIRMED","","KL","","AMS","","2019-12-16T10:20:00Z","","2019-12-16T12:25:00Z","","SFO",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","BZV","CDG","2019-03-04T22:25:00Z","2019-03-18T11:25:00Z","2019-03-05T06:20:00Z","2019-03-18T19:20:00Z","CDG","BZV"
2,2,"CONFIRMED","CONFIRMED","DL","DL","AMS","JFK","2019-04-18T11:00:00Z","2019-04-24T19:32:00Z","2019-04-18T13:28:00Z","2019-04-25T09:15:00Z","JFK","AMS"
2,2,"CONFIRMED","CONFIRMED","AF","KL","CDG","AMS","2019-08-07T12:00:00Z","2019-08-17T21:05:00Z","2019-08-07T16:55:00Z","2019-08-18T02:35:00Z","MEX","TLV"
1,1,"CONFIRMED","CONFIRMED","KL","AF","AMS","MRS","2019-04-24T11:15:00Z","2019-05-26T06:00:00Z","2019-04-24T22:05:00Z","2019-05-26T07:30:00Z","MCT","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","PEK","BOD","2019-07-30T01:00:00Z","2019-05-25T18:30:00Z","2019-07-30T05:45:00Z","2019-05-25T19:50:00Z","CDG","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","CPT","2019-07-05T10:05:00Z","2019-06-18T23:05:00Z","2019-07-05T21:20:00Z","2019-06-19T10:45:00Z","CPT","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","TPE","2019-04-30T20:55:00Z","2019-04-01T23:55:00Z","2019-05-01T15:00:00Z","2019-04-02T06:55:00Z","TPE","AMS"
2,2,"CONFIRMED","CONFIRMED","AF","KL","CDG","AMS","2019-06-06T12:25:00Z","2019-06-06T15:55:00Z","2019-06-06T13:45:00Z","2019-06-06T17:35:00Z","AMS","GDN"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-17T17:10:00Z","2019-04-05T14:30:00Z","2019-03-18T02:55:00Z","2019-04-05T17:55:00Z","DXB","MEX"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","YYC","2019-06-05T12:25:00Z","2019-06-12T15:10:00Z","2019-06-05T13:25:00Z","2019-06-13T08:05:00Z","YYC","AMS"
2,2,"CONFIRMED","CONFIRMED","AF","9W","CDG","CDG","2018-09-21T13:20:00Z","2019-03-18T11:30:00Z","2018-09-21T14:55:00Z","2019-03-19T00:50:00Z","YUL","BOM"
2,2,"CONFIRMED","CONFIRMED","9W","AF","BOM","CDG","2018-09-21T02:10:00Z","2018-09-21T13:20:00Z","2018-09-21T08:15:00Z","2018-09-21T14:55:00Z","CDG","YUL"
2,2,"CONFIRMED","CONFIRMED","DL","DL","BOS","AMS","2019-03-17T18:10:00Z","2019-03-25T14:40:00Z","2019-03-18T07:00:00Z","2019-03-25T20:37:00Z","FCO","MCO"
3,3,"CONFIRMED","CONFIRMED","AF","AF","NCE","ORY","2019-08-03T18:10:00Z","2019-07-26T08:30:00Z","2019-08-03T19:35:00Z","2019-07-26T09:55:00Z","ORY","NCE"
2,2,"CONFIRMED","CONFIRMED","AF","KL","CDG","AMS","2019-06-06T12:25:00Z","2019-06-06T15:55:00Z","2019-06-06T13:45:00Z","2019-06-06T17:35:00Z","AMS","GDN"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","EDI","2019-08-15T07:10:00Z","2019-09-02T17:25:00Z","2019-08-15T07:35:00Z","2019-09-02T19:55:00Z","EDI","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","ME","CDG","BEY","2019-04-09T09:05:00Z","2019-04-21T02:05:00Z","2019-04-09T14:15:00Z","2019-04-21T05:45:00Z","BEY","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","YYC","2019-06-05T12:25:00Z","2019-06-12T15:10:00Z","2019-06-05T13:25:00Z","2019-06-13T08:05:00Z","YYC","AMS"
2,2,"CONFIRMED","CONFIRMED","AF","AF","TLS","ORY","2019-03-13T18:10:00Z","2019-03-17T15:25:00Z","2019-03-13T19:45:00Z","2019-03-17T16:40:00Z","CDG","TLS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","TUN","2019-03-23T14:05:00Z","2019-03-23T10:10:00Z","2019-03-23T18:55:00Z","2019-03-23T12:50:00Z","ATL","CDG"
2,2,"CONFIRMED","CONFIRMED","AF","AF","PGF","ORY","2019-04-25T13:50:00Z","2019-04-20T17:15:00Z","2019-04-25T15:20:00Z","2019-04-20T18:35:00Z","ORY","PGF"
1,"","CONFIRMED","","A5","","NTE","","2019-03-17T18:15:00Z","","2019-03-17T19:25:00Z","","LYS",""
1,1,"CONFIRMED","CONFIRMED","SN","UA","VCE","ORD","2019-03-25T06:40:00Z","2019-03-27T15:51:00Z","2019-03-25T08:25:00Z","2019-03-27T18:43:00Z","BRU","IAH"
1,1,"CONFIRMED","CONFIRMED","KL","KL","CPT","AMS","2019-06-18T23:05:00Z","2019-07-05T10:05:00Z","2019-06-19T10:45:00Z","2019-07-05T21:20:00Z","AMS","CPT"
4,4,"CONFIRMED","CONFIRMED","AF","AF","CDG","HER","2019-07-24T12:30:00Z","2019-08-07T17:55:00Z","2019-07-24T16:55:00Z","2019-08-07T20:45:00Z","HER","CDG"
3,3,"CONFIRMED","ON_REQUEST","KL","CZ","MUC","AMS","2019-03-17T11:40:00Z","2019-03-18T14:10:00Z","2019-03-17T13:15:00Z","2019-03-19T06:55:00Z","AMS","PEK"
1,1,"CONFIRMED","CONFIRMED","AF","ME","CDG","BEY","2019-04-09T09:05:00Z","2019-04-21T02:05:00Z","2019-04-09T14:15:00Z","2019-04-21T05:45:00Z","BEY","CDG"
1,1,"CONFIRMED","WAITING_LIST","KQ","KQ","NBO","MBA","2019-03-15T15:30:00Z","2019-03-17T17:10:00Z","2019-03-15T16:30:00Z","2019-03-17T18:10:00Z","MBA","NBO"
2,2,"CONFIRMED","CONFIRMED","AF","AF","PGF","ORY","2019-04-25T13:50:00Z","2019-04-20T17:15:00Z","2019-04-25T15:20:00Z","2019-04-20T18:35:00Z","ORY","PGF"
1,1,"CONFIRMED","CONFIRMED","AF","G3","AMS","GIG","2019-03-18T20:30:00Z","2019-03-21T12:35:00Z","2019-03-18T21:45:00Z","2019-03-21T15:45:00Z","CDG","FOR"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","CDG","2019-06-20T13:55:00Z","2019-09-17T21:00:00Z","2019-06-21T08:45:00Z","2019-09-17T22:35:00Z","KIX","GOA"
1,1,"CONFIRMED","CONFIRMED","A5","A5","BOD","LYS","2019-03-25T08:45:00Z","2019-03-27T15:50:00Z","2019-03-25T09:55:00Z","2019-03-27T16:55:00Z","LYS","BOD"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CFE","AMS","2019-08-05T07:50:00Z","2019-08-23T12:00:00Z","2019-08-05T09:00:00Z","2019-08-23T13:30:00Z","CDG","CFE"
2,2,"CONFIRMED","CONFIRMED","AZ","AZ","FCO","GVA","2019-03-17T16:00:00Z","2019-03-15T18:20:00Z","2019-03-17T17:30:00Z","2019-03-15T19:50:00Z","GVA","FCO"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-27T08:05:00Z","2019-03-30T21:10:00Z","2019-03-27T09:25:00Z","2019-03-31T15:40:00Z","TXL","ICN"
3,3,"CONFIRMED","CONFIRMED","AF","AF","CDG","PRG","2019-03-14T18:00:00Z","2019-03-17T15:20:00Z","2019-03-14T19:40:00Z","2019-03-17T17:10:00Z","PRG","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","EDI","2019-03-24T13:00:00Z","2019-03-24T05:50:00Z","2019-03-24T16:45:00Z","2019-03-24T08:25:00Z","IAD","AMS"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","NBO","MBA","2019-03-15T15:30:00Z","2019-03-17T17:10:00Z","2019-03-15T16:30:00Z","2019-03-17T18:10:00Z","MBA","NBO"
1,1,"CONFIRMED","CONFIRMED","AF","AA","CDG","PHL","2019-03-20T09:20:00Z","2019-03-19T18:20:00Z","2019-03-20T10:20:00Z","2019-03-20T06:50:00Z","CFE","CDG"
2,2,"CONFIRMED","CONFIRMED","AF","AF","BES","ORY","2019-03-29T11:30:00Z","2019-03-31T12:35:00Z","2019-03-29T12:50:00Z","2019-03-31T13:45:00Z","ORY","BES"
3,3,"CONFIRMED","CONFIRMED","AF","AF","CDG","BIQ","2019-04-13T16:10:00Z","2019-04-21T10:40:00Z","2019-04-13T17:35:00Z","2019-04-21T12:10:00Z","BIQ","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","AF","DPS","BOD","2019-04-03T20:35:00Z","2019-03-18T18:20:00Z","2019-04-04T07:35:00Z","2019-03-18T19:45:00Z","AMS","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","RUN","2019-03-28T21:00:00Z","2019-03-17T21:45:00Z","2019-03-29T10:50:00Z","2019-03-18T06:25:00Z","RUN","ORY"
2,2,"CONFIRMED","CONFIRMED","AF","CM","PTY","PTY","2019-03-16T21:05:00Z","2019-03-27T11:44:00Z","2019-03-17T13:05:00Z","2019-03-27T12:28:00Z","CDG","MGA"
